order,pollutant,station,timing,type,value
321.0,NO2,guildhall,years,air,26.781018749999976
322.0,NO2,guildhall,years,air,20.613395833333318
323.0,NO2,guildhall,years,air,14.664465624999997
324.0,NO2,guildhall,years,air,21.025847916666653
325.0,NO2,guildhall,years,air,19.955022916666653
326.0,NO2,guildhall,years,air,18.32065520833333
327.0,NO2,guildhall,years,air,19.574839583333322
328.0,NO2,guildhall,years,air,16.990478124999985
329.0,NO2,guildhall,years,air,4.679143749999999
330.0,NO2,guildhall,years,air,3.6239437499999982
331.0,NO2,guildhall,years,air,12.304494771241822
332.0,NO2,guildhall,years,air,16.50459895833332
333.0,NO2,guildhall,years,air,19.545180208333313
334.0,NO2,guildhall,years,air,20.23687187499998
335.0,NO2,guildhall,years,air,19.016044791666648
336.0,NO2,guildhall,years,air,19.667728571428544
337.0,NO2,guildhall,years,air,13.494042483660115
338.0,NO2,guildhall,years,air,19.31024999999999
339.0,NO2,guildhall,years,air,0.0
340.0,NO2,guildhall,years,air,0.0
341.0,NO2,guildhall,years,air,17.280898876404493
342.0,NO2,guildhall,years,air,14.18047916666667
343.0,NO2,guildhall,years,air,15.889183892617421
344.0,NO2,guildhall,years,air,21.968158333333296
345.0,NO2,guildhall,years,air,25.78427864583332
346.0,NO2,guildhall,years,air,19.00304791666665
347.0,NO2,guildhall,years,air,15.863045833333311
348.0,NO2,guildhall,years,air,17.369791666666668
349.0,NO2,guildhall,years,air,10.375
350.0,NO2,guildhall,years,air,9.239583333333334
351.0,NO2,guildhall,years,air,7.901041666666667
352.0,NO2,guildhall,years,air,12.860690714285704
353.0,NO2,guildhall,years,air,18.305648958333304
354.0,NO2,guildhall,years,air,16.393870945945938
355.0,NO2,guildhall,years,air,12.677083333333334
356.0,NO2,guildhall,years,air,26.27201700680269
357.0,NO2,guildhall,years,air,18.94940729166664
358.0,NO2,guildhall,years,air,20.131686458333306
359.0,NO2,guildhall,years,air,26.017581770833303
360.0,NO2,guildhall,years,air,27.159244791666637
361.0,NO2,guildhall,years,air,24.907191666666638
362.0,NO2,guildhall,years,air,22.086342424242403
363.0,NO2,guildhall,years,air,19.439810810810787
364.0,NO2,guildhall,years,air,16.0265177083333
365.0,NO2,guildhall,years,air,15.138494270833306
366.0,NO2,guildhall,years,air,15.079641666666639
367.0,NO2,guildhall,years,air,16.52599791666664
368.0,NO2,guildhall,years,air,15.928566666666649
369.0,NO2,guildhall,years,air,12.017843571428562
370.0,NO2,guildhall,years,air,16.036452027027018
371.0,NO2,guildhall,years,air,11.478087499999985
0.0,NO2,londonrdaurn,weeks,air,12.921619633507824
1.0,NO2,londonrdaurn,weeks,air,11.424053805774241
2.0,NO2,londonrdaurn,weeks,air,9.685856265984617
3.0,NO2,londonrdaurn,weeks,air,8.355498708010304
4.0,NO2,londonrdaurn,weeks,air,7.796594072164919
5.0,NO2,londonrdaurn,weeks,air,8.56411340206183
6.0,NO2,londonrdaurn,weeks,air,10.437037371133997
7.0,NO2,londonrdaurn,weeks,air,13.097574999999964
8.0,NO2,londonrdaurn,weeks,air,16.550883247422657
9.0,NO2,londonrdaurn,weeks,air,20.012167352185067
10.0,NO2,londonrdaurn,weeks,air,21.437569132653028
11.0,NO2,londonrdaurn,weeks,air,20.516230555555545
12.0,NO2,londonrdaurn,weeks,air,19.771818499999974
13.0,NO2,londonrdaurn,weeks,air,19.545821499999978
14.0,NO2,londonrdaurn,weeks,air,19.295332999999985
15.0,NO2,londonrdaurn,weeks,air,20.60955724999998
16.0,NO2,londonrdaurn,weeks,air,22.439055749999977
17.0,NO2,londonrdaurn,weeks,air,21.77180849999997
18.0,NO2,londonrdaurn,weeks,air,20.234567999999957
19.0,NO2,londonrdaurn,weeks,air,19.28082449999996
20.0,NO2,londonrdaurn,weeks,air,17.30186015037592
21.0,NO2,londonrdaurn,weeks,air,15.122375249999974
22.0,NO2,londonrdaurn,weeks,air,12.600398730964447
23.0,NO2,londonrdaurn,weeks,air,10.388978625954156
24.0,NO2,londonrdaurn,weeks,air,12.555447368421015
25.0,NO2,londonrdaurn,weeks,air,11.21896920821111
26.0,NO2,londonrdaurn,weeks,air,10.227827906976717
27.0,NO2,londonrdaurn,weeks,air,10.658804664723004
28.0,NO2,londonrdaurn,weeks,air,11.404024999999967
29.0,NO2,londonrdaurn,weeks,air,14.027030383480794
30.0,NO2,londonrdaurn,weeks,air,17.3061972891566
31.0,NO2,londonrdaurn,weeks,air,20.266078313252986
32.0,NO2,londonrdaurn,weeks,air,22.49920240963854
33.0,NO2,londonrdaurn,weeks,air,23.447403571428552
34.0,NO2,londonrdaurn,weeks,air,23.217138068181796
35.0,NO2,londonrdaurn,weeks,air,22.850062368421032
36.0,NO2,londonrdaurn,weeks,air,22.926591752577295
37.0,NO2,londonrdaurn,weeks,air,23.121231122448958
38.0,NO2,londonrdaurn,weeks,air,22.276073724489777
39.0,NO2,londonrdaurn,weeks,air,23.31816862244893
40.0,NO2,londonrdaurn,weeks,air,24.302857653061185
41.0,NO2,londonrdaurn,weeks,air,25.265851275510162
42.0,NO2,londonrdaurn,weeks,air,25.197476020408125
43.0,NO2,londonrdaurn,weeks,air,22.567128061224473
44.0,NO2,londonrdaurn,weeks,air,20.127700255754448
45.0,NO2,londonrdaurn,weeks,air,18.563354846938733
46.0,NO2,londonrdaurn,weeks,air,17.04475892857142
47.0,NO2,londonrdaurn,weeks,air,14.961304113110518
48.0,NO2,londonrdaurn,weeks,air,11.874829700272445
49.0,NO2,londonrdaurn,weeks,air,10.468852588555817
50.0,NO2,londonrdaurn,weeks,air,9.952085054347794
51.0,NO2,londonrdaurn,weeks,air,11.140404619565192
52.0,NO2,londonrdaurn,weeks,air,14.39417663043475
53.0,NO2,londonrdaurn,weeks,air,20.863142934782587
54.0,NO2,londonrdaurn,weeks,air,28.380983695652127
55.0,NO2,londonrdaurn,weeks,air,32.88339402173911
56.0,NO2,londonrdaurn,weeks,air,34.86162527173908
57.0,NO2,londonrdaurn,weeks,air,33.867001373626316
58.0,NO2,londonrdaurn,weeks,air,33.89450054945054
59.0,NO2,londonrdaurn,weeks,air,32.1388977272727
60.0,NO2,londonrdaurn,weeks,air,30.976440056818145
61.0,NO2,londonrdaurn,weeks,air,30.763371590909063
62.0,NO2,londonrdaurn,weeks,air,30.50741452991448
63.0,NO2,londonrdaurn,weeks,air,30.63879540229881
64.0,NO2,londonrdaurn,weeks,air,30.705222190201685
65.0,NO2,londonrdaurn,weeks,air,31.044474418604622
66.0,NO2,londonrdaurn,weeks,air,30.01746947674414
67.0,NO2,londonrdaurn,weeks,air,26.189882558139516
68.0,NO2,londonrdaurn,weeks,air,22.03234505813949
69.0,NO2,londonrdaurn,weeks,air,19.48965872093019
70.0,NO2,londonrdaurn,weeks,air,17.557276676384813
71.0,NO2,londonrdaurn,weeks,air,14.780635568513095
72.0,NO2,londonrdaurn,weeks,air,11.753936103896077
73.0,NO2,londonrdaurn,weeks,air,9.963395595854891
74.0,NO2,londonrdaurn,weeks,air,9.693987855297125
75.0,NO2,londonrdaurn,weeks,air,10.699402319587602
76.0,NO2,londonrdaurn,weeks,air,14.114055670103053
77.0,NO2,londonrdaurn,weeks,air,20.598550257731944
78.0,NO2,londonrdaurn,weeks,air,28.76804999999998
79.0,NO2,londonrdaurn,weeks,air,34.11439587628862
80.0,NO2,londonrdaurn,weeks,air,33.74353634020617
81.0,NO2,londonrdaurn,weeks,air,34.28689007832896
82.0,NO2,londonrdaurn,weeks,air,33.11474485488124
83.0,NO2,londonrdaurn,weeks,air,32.37205691489357
84.0,NO2,londonrdaurn,weeks,air,32.56938085106377
85.0,NO2,londonrdaurn,weeks,air,31.078960372340386
86.0,NO2,londonrdaurn,weeks,air,31.56835558510634
87.0,NO2,londonrdaurn,weeks,air,33.10127925531912
88.0,NO2,londonrdaurn,weeks,air,33.83452154255313
89.0,NO2,londonrdaurn,weeks,air,34.835324734042516
90.0,NO2,londonrdaurn,weeks,air,31.569409840425507
91.0,NO2,londonrdaurn,weeks,air,26.925010638297827
92.0,NO2,londonrdaurn,weeks,air,23.053283064516087
93.0,NO2,londonrdaurn,weeks,air,20.41781854838707
94.0,NO2,londonrdaurn,weeks,air,17.39151370967738
95.0,NO2,londonrdaurn,weeks,air,14.408057493187975
96.0,NO2,londonrdaurn,weeks,air,11.418880512820472
97.0,NO2,londonrdaurn,weeks,air,9.40554311224487
98.0,NO2,londonrdaurn,weeks,air,9.21415304568525
99.0,NO2,londonrdaurn,weeks,air,10.656892151898703
100.0,NO2,londonrdaurn,weeks,air,14.440029040404006
101.0,NO2,londonrdaurn,weeks,air,21.21016616161613
102.0,NO2,londonrdaurn,weeks,air,28.832806818181812
103.0,NO2,londonrdaurn,weeks,air,34.69157645569617
104.0,NO2,londonrdaurn,weeks,air,35.621378571428544
105.0,NO2,londonrdaurn,weeks,air,34.92366173469382
106.0,NO2,londonrdaurn,weeks,air,33.02597653061219
107.0,NO2,londonrdaurn,weeks,air,30.72421365979378
108.0,NO2,londonrdaurn,weeks,air,31.073151288659762
109.0,NO2,londonrdaurn,weeks,air,30.061443229166642
110.0,NO2,londonrdaurn,weeks,air,30.8002541666666
111.0,NO2,londonrdaurn,weeks,air,31.449438802083293
112.0,NO2,londonrdaurn,weeks,air,32.62418984374997
113.0,NO2,londonrdaurn,weeks,air,32.64320052083327
114.0,NO2,londonrdaurn,weeks,air,29.834632812499933
115.0,NO2,londonrdaurn,weeks,air,25.448726562499953
116.0,NO2,londonrdaurn,weeks,air,22.18208854166664
117.0,NO2,londonrdaurn,weeks,air,20.100087401574765
118.0,NO2,londonrdaurn,weeks,air,16.992783769633487
119.0,NO2,londonrdaurn,weeks,air,13.54780497382197
120.0,NO2,londonrdaurn,weeks,air,10.945669749999974
121.0,NO2,londonrdaurn,weeks,air,10.244774185463626
122.0,NO2,londonrdaurn,weeks,air,10.342170999999961
123.0,NO2,londonrdaurn,weeks,air,11.56240874999997
124.0,NO2,londonrdaurn,weeks,air,14.614372249999969
125.0,NO2,londonrdaurn,weeks,air,21.537559499999965
126.0,NO2,londonrdaurn,weeks,air,29.518748249999998
127.0,NO2,londonrdaurn,weeks,air,34.61794524999997
128.0,NO2,londonrdaurn,weeks,air,35.02621085858583
129.0,NO2,londonrdaurn,weeks,air,33.81057297979796
130.0,NO2,londonrdaurn,weeks,air,32.19213585858582
131.0,NO2,londonrdaurn,weeks,air,29.628272474747423
132.0,NO2,londonrdaurn,weeks,air,29.07980378787875
133.0,NO2,londonrdaurn,weeks,air,28.696220202020164
134.0,NO2,londonrdaurn,weeks,air,29.27313670886073
135.0,NO2,londonrdaurn,weeks,air,30.029178172588793
136.0,NO2,londonrdaurn,weeks,air,32.17040883838383
137.0,NO2,londonrdaurn,weeks,air,32.515637878787864
138.0,NO2,londonrdaurn,weeks,air,29.891655050504973
139.0,NO2,londonrdaurn,weeks,air,26.001522727272675
140.0,NO2,londonrdaurn,weeks,air,21.849547474747457
141.0,NO2,londonrdaurn,weeks,air,19.123467839195953
142.0,NO2,londonrdaurn,weeks,air,16.180211586901734
143.0,NO2,londonrdaurn,weeks,air,13.191254314720776
144.0,NO2,londonrdaurn,weeks,air,8.941920610686992
145.0,NO2,londonrdaurn,weeks,air,8.123800507614186
146.0,NO2,londonrdaurn,weeks,air,7.836236040609106
147.0,NO2,londonrdaurn,weeks,air,9.26297493670883
148.0,NO2,londonrdaurn,weeks,air,13.007242278480977
149.0,NO2,londonrdaurn,weeks,air,19.218516414141398
150.0,NO2,londonrdaurn,weeks,air,27.081577777777717
151.0,NO2,londonrdaurn,weeks,air,32.372440151515114
152.0,NO2,londonrdaurn,weeks,air,34.02216792929292
153.0,NO2,londonrdaurn,weeks,air,34.04616262626262
154.0,NO2,londonrdaurn,weeks,air,30.47339974683544
155.0,NO2,londonrdaurn,weeks,air,29.626006249999946
156.0,NO2,londonrdaurn,weeks,air,27.274518999999977
157.0,NO2,londonrdaurn,weeks,air,27.91273775
158.0,NO2,londonrdaurn,weeks,air,28.555992999999976
159.0,NO2,londonrdaurn,weeks,air,28.569742249999994
160.0,NO2,londonrdaurn,weeks,air,30.280481499999972
161.0,NO2,londonrdaurn,weeks,air,30.519737499999973
162.0,NO2,londonrdaurn,weeks,air,28.311261249999983
163.0,NO2,londonrdaurn,weeks,air,23.683800249999972
164.0,NO2,londonrdaurn,weeks,air,20.234569999999945
165.0,NO2,londonrdaurn,weeks,air,17.957499749373397
166.0,NO2,londonrdaurn,weeks,air,15.523483417085394
167.0,NO2,londonrdaurn,weeks,air,13.194367839195953
0.0,NO2,londonrdaurn,years,air,32.746059374999945
1.0,NO2,londonrdaurn,years,air,34.31623149606296
2.0,NO2,londonrdaurn,years,air,28.254968749999964
3.0,NO2,londonrdaurn,years,air,22.436259374999988
4.0,NO2,londonrdaurn,years,air,28.015416666666642
5.0,NO2,londonrdaurn,years,air,22.539365624999977
6.0,NO2,londonrdaurn,years,air,30.52266458333332
7.0,NO2,londonrdaurn,years,air,28.846531205673728
8.0,NO2,londonrdaurn,years,air,29.524761458333273
9.0,NO2,londonrdaurn,years,air,28.703377604166622
10.0,NO2,londonrdaurn,years,air,29.707003124999947
11.0,NO2,londonrdaurn,years,air,22.637780701754345
12.0,NO2,londonrdaurn,years,air,24.227899479166656
13.0,NO2,londonrdaurn,years,air,24.06122968749996
14.0,NO2,londonrdaurn,years,air,26.8054927083333
15.0,NO2,londonrdaurn,years,air,26.637760937499987
16.0,NO2,londonrdaurn,years,air,21.692008333333305
17.0,NO2,londonrdaurn,years,air,26.678390104166628
18.0,NO2,londonrdaurn,years,air,20.31858333333331
19.0,NO2,londonrdaurn,years,air,23.412817187499957
20.0,NO2,londonrdaurn,years,air,29.676337499999942
21.0,NO2,londonrdaurn,years,air,25.18259479166663
22.0,NO2,londonrdaurn,years,air,26.632540104166633
23.0,NO2,londonrdaurn,years,air,22.438333854166633
24.0,NO2,londonrdaurn,years,air,8.039526041666667
25.0,NO2,londonrdaurn,years,air,13.587896874999991
26.0,NO2,londonrdaurn,years,air,18.4019223958333
27.0,NO2,londonrdaurn,years,air,16.356640104166647
28.0,NO2,londonrdaurn,years,air,22.012293749999984
29.0,NO2,londonrdaurn,years,air,20.36699739583331
30.0,NO2,londonrdaurn,years,air,25.41342446043162
31.0,NO2,londonrdaurn,years,air,15.467064583333311
32.0,NO2,londonrdaurn,years,air,20.269617187499957
33.0,NO2,londonrdaurn,years,air,23.906563541666632
34.0,NO2,londonrdaurn,years,air,30.743470312499955
35.0,NO2,londonrdaurn,years,air,24.168558854166644
36.0,NO2,londonrdaurn,years,air,20.798236979166624
37.0,NO2,londonrdaurn,years,air,17.37379947916664
38.0,NO2,londonrdaurn,years,air,23.383104687499976
39.0,NO2,londonrdaurn,years,air,26.37113854166664
40.0,NO2,londonrdaurn,years,air,26.385179687499967
41.0,NO2,londonrdaurn,years,air,29.717953124999955
42.0,NO2,londonrdaurn,years,air,21.090457291666635
43.0,NO2,londonrdaurn,years,air,23.285221874999973
44.0,NO2,londonrdaurn,years,air,24.771157291666636
45.0,NO2,londonrdaurn,years,air,20.271658854166642
46.0,NO2,londonrdaurn,years,air,30.085144270833297
47.0,NO2,londonrdaurn,years,air,26.85706874999995
48.0,NO2,londonrdaurn,years,air,30.00652291666663
49.0,NO2,londonrdaurn,years,air,32.011713020833284
50.0,NO2,londonrdaurn,years,air,22.558664583333307
51.0,NO2,londonrdaurn,years,air,20.698776041666637
52.0,NO2,londonrdaurn,years,air,21.672715624999967
53.0,NO2,londonrdaurn,years,air,24.91020572916663
54.0,NO2,londonrdaurn,years,air,19.3628489583333
55.0,NO2,londonrdaurn,years,air,18.405567187499965
56.0,NO2,londonrdaurn,years,air,26.345597916666637
57.0,NO2,londonrdaurn,years,air,20.562840624999957
58.0,NO2,londonrdaurn,years,air,25.962266145833297
59.0,NO2,londonrdaurn,years,air,20.931598958333307
60.0,NO2,londonrdaurn,years,air,27.623698958333303
61.0,NO2,londonrdaurn,years,air,0.0
62.0,NO2,londonrdaurn,years,air,19.866487499999963
63.0,NO2,londonrdaurn,years,air,18.80767447916664
64.0,NO2,londonrdaurn,years,air,19.752451041666635
65.0,NO2,londonrdaurn,years,air,18.79619062499997
66.0,NO2,londonrdaurn,years,air,22.153963541666624
67.0,NO2,londonrdaurn,years,air,25.95549062499995
68.0,NO2,londonrdaurn,years,air,24.34771510416664
69.0,NO2,londonrdaurn,years,air,20.794089062499967
70.0,NO2,londonrdaurn,years,air,17.045684895833283
71.0,NO2,londonrdaurn,years,air,18.733162499999978
72.0,NO2,londonrdaurn,years,air,17.59567656249998
73.0,NO2,londonrdaurn,years,air,15.372286979166644
74.0,NO2,londonrdaurn,years,air,18.911791666666627
75.0,NO2,londonrdaurn,years,air,22.38939166666664
76.0,NO2,londonrdaurn,years,air,24.223733854166642
77.0,NO2,londonrdaurn,years,air,18.337266451612884
78.0,NO2,londonrdaurn,years,air,25.36167619047616
79.0,NO2,londonrdaurn,years,air,19.95139374999998
80.0,NO2,londonrdaurn,years,air,22.819066666666647
81.0,NO2,londonrdaurn,years,air,22.85561088435372
82.0,NO2,londonrdaurn,years,air,26.294559374999974
83.0,NO2,londonrdaurn,years,air,19.32796562499999
84.0,NO2,londonrdaurn,years,air,12.601966666666668
85.0,NO2,londonrdaurn,years,air,21.577299999999973
86.0,NO2,londonrdaurn,years,air,19.70086666666663
87.0,NO2,londonrdaurn,years,air,25.994570312499974
88.0,NO2,londonrdaurn,years,air,26.903913541666626
89.0,NO2,londonrdaurn,years,air,29.49501979166662
90.0,NO2,londonrdaurn,years,air,24.531544791666647
91.0,NO2,londonrdaurn,years,air,18.841859042553157
92.0,NO2,londonrdaurn,years,air,17.1783853403141
93.0,NO2,londonrdaurn,years,air,23.519605729166614
94.0,NO2,londonrdaurn,years,air,25.173718229166635
95.0,NO2,londonrdaurn,years,air,20.35973645833329
96.0,NO2,londonrdaurn,years,air,17.066015624999963
97.0,NO2,londonrdaurn,years,air,16.30611197916665
98.0,NO2,londonrdaurn,years,air,18.355570312499964
99.0,NO2,londonrdaurn,years,air,19.546706249999968
100.0,NO2,londonrdaurn,years,air,20.628467187499957
101.0,NO2,londonrdaurn,years,air,20.472746354166627
102.0,NO2,londonrdaurn,years,air,22.298671022727245
103.0,NO2,londonrdaurn,years,air,15.977971874999993
104.0,NO2,londonrdaurn,years,air,22.304391503267926
105.0,NO2,londonrdaurn,years,air,16.463940624999974
106.0,NO2,londonrdaurn,years,air,23.550293749999966
107.0,NO2,londonrdaurn,years,air,24.700824999999966
108.0,NO2,londonrdaurn,years,air,17.639436458333304
109.0,NO2,londonrdaurn,years,air,23.747177604166627
110.0,NO2,londonrdaurn,years,air,19.598268749999978
111.0,NO2,londonrdaurn,years,air,18.739959895833298
112.0,NO2,londonrdaurn,years,air,15.537438095238072
113.0,NO2,londonrdaurn,years,air,17.941060989010964
114.0,NO2,londonrdaurn,years,air,9.395767500000009
115.0,NO2,londonrdaurn,years,air,6.717341304347829
116.0,NO2,londonrdaurn,years,air,3.873232558139534
117.0,NO2,londonrdaurn,years,air,3.4252795180722893
118.0,NO2,londonrdaurn,years,air,6.842297647058825
119.0,NO2,londonrdaurn,years,air,5.751052173913044
120.0,NO2,londonrdaurn,years,air,13.1491907142857
121.0,NO2,londonrdaurn,years,air,12.169742328042297
122.0,NO2,londonrdaurn,years,air,19.317828042327996
123.0,NO2,londonrdaurn,years,air,0.0
124.0,NO2,londonrdaurn,years,air,24.787813020833298
125.0,NO2,londonrdaurn,years,air,18.084530612244873
126.0,NO2,londonrdaurn,years,air,19.62221093749998
127.0,NO2,londonrdaurn,years,air,21.582108854166634
128.0,NO2,londonrdaurn,years,air,21.96596770833329
129.0,NO2,londonrdaurn,years,air,18.917543229166625
130.0,NO2,londonrdaurn,years,air,15.767060937499975
131.0,NO2,londonrdaurn,years,air,19.565993229166637
132.0,NO2,londonrdaurn,years,air,16.48681874999997
133.0,NO2,londonrdaurn,years,air,19.224830729166637
134.0,NO2,londonrdaurn,years,air,20.260773437499964
135.0,NO2,londonrdaurn,years,air,19.2289989583333
136.0,NO2,londonrdaurn,years,air,14.375926562499975
137.0,NO2,londonrdaurn,years,air,11.810013131313136
138.0,NO2,londonrdaurn,years,air,21.054718954248333
139.0,NO2,londonrdaurn,years,air,17.464449479166646
140.0,NO2,londonrdaurn,years,air,23.90503437499996
141.0,NO2,londonrdaurn,years,air,24.48623177083329
142.0,NO2,londonrdaurn,years,air,22.182664999999965
143.0,NO2,londonrdaurn,years,air,16.76964166666665
144.0,NO2,londonrdaurn,years,air,14.762365624999992
145.0,NO2,londonrdaurn,years,air,23.22790729166665
146.0,NO2,londonrdaurn,years,air,24.424766666666667
147.0,NO2,londonrdaurn,years,air,16.095706249999985
148.0,NO2,londonrdaurn,years,air,21.502956249999993
149.0,NO2,londonrdaurn,years,air,20.03628124999999
150.0,NO2,londonrdaurn,years,air,19.294623958333315
151.0,NO2,londonrdaurn,years,air,15.804041666666658
152.0,NO2,londonrdaurn,years,air,16.68630624999999
153.0,NO2,londonrdaurn,years,air,23.078218705035955
154.0,NO2,londonrdaurn,years,air,20.100495302013403
155.0,NO2,londonrdaurn,years,air,28.089326041666627
156.0,NO2,londonrdaurn,years,air,18.638896874999958
157.0,NO2,londonrdaurn,years,air,16.58996510416663
158.0,NO2,londonrdaurn,years,air,17.994114583333314
159.0,NO2,londonrdaurn,years,air,15.815484374999961
160.0,NO2,londonrdaurn,years,air,21.028997916666633
161.0,NO2,londonrdaurn,years,air,21.11751874999996
162.0,NO2,londonrdaurn,years,air,17.732662499999964
163.0,NO2,londonrdaurn,years,air,17.39046874999997
164.0,NO2,londonrdaurn,years,air,19.590972916666626
165.0,NO2,londonrdaurn,years,air,15.443092187499985
166.0,NO2,londonrdaurn,years,air,15.048312499999971
167.0,NO2,londonrdaurn,years,air,21.145127083333293
168.0,NO2,londonrdaurn,years,air,21.114397395833304
169.0,NO2,londonrdaurn,years,air,17.815990104166648
170.0,NO2,londonrdaurn,years,air,14.550256296296286
171.0,NO2,londonrdaurn,years,air,10.032226041666675
172.0,NO2,londonrdaurn,years,air,19.487333333333336
173.0,NO2,londonrdaurn,years,air,23.437729655172358
174.0,NO2,londonrdaurn,years,air,20.548274999999958
175.0,NO2,londonrdaurn,years,air,20.799293229166626
176.0,NO2,londonrdaurn,years,air,21.602939583333285
177.0,NO2,londonrdaurn,years,air,20.153992187499963
178.0,NO2,londonrdaurn,years,air,16.369191411042923
179.0,NO2,londonrdaurn,years,air,19.47163691275165
180.0,NO2,londonrdaurn,years,air,17.70557031249997
181.0,NO2,londonrdaurn,years,air,20.407644791666637
182.0,NO2,londonrdaurn,years,air,21.583155729166634
183.0,NO2,londonrdaurn,years,air,20.70450416666664
184.0,NO2,londonrdaurn,years,air,13.864989062499971
185.0,NO2,londonrdaurn,years,air,18.842008854166632
186.0,NO2,londonrdaurn,years,air,16.784724479166638
187.0,NO2,londonrdaurn,years,air,15.793625520833302
188.0,NO2,londonrdaurn,years,air,20.211298958333305
189.0,NO2,londonrdaurn,years,air,19.56804687499996
190.0,NO2,londonrdaurn,years,air,17.347242187499976
191.0,NO2,londonrdaurn,years,air,19.160774479166644
192.0,NO2,londonrdaurn,years,air,16.362368749999984
193.0,NO2,londonrdaurn,years,air,16.803505729166652
194.0,NO2,londonrdaurn,years,air,18.710244791666643
195.0,NO2,londonrdaurn,years,air,18.3165083333333
196.0,NO2,londonrdaurn,years,air,20.75450989583331
197.0,NO2,londonrdaurn,years,air,17.371718229166643
198.0,NO2,londonrdaurn,years,air,21.72792187499998
199.0,NO2,londonrdaurn,years,air,14.30925624999999
200.0,NO2,londonrdaurn,years,air,21.384185937499968
201.0,NO2,londonrdaurn,years,air,18.785246354166624
202.0,NO2,londonrdaurn,years,air,19.098272916666637
203.0,NO2,londonrdaurn,years,air,16.30821510416664
204.0,NO2,londonrdaurn,years,air,18.483178645833302
205.0,NO2,londonrdaurn,years,air,18.137342708333307
206.0,NO2,londonrdaurn,years,air,17.54047499999997
207.0,NO2,londonrdaurn,years,air,21.328984374999962
208.0,NO2,londonrdaurn,years,air,20.515449479166634
209.0,NO2,londonrdaurn,years,air,23.984681770833305
210.0,NO2,londonrdaurn,years,air,20.890441666666636
211.0,NO2,londonrdaurn,years,air,20.60659999999997
212.0,NO2,londonrdaurn,years,air,17.089952604166637
213.0,NO2,londonrdaurn,years,air,19.075853645833305
214.0,NO2,londonrdaurn,years,air,25.025828645833297
215.0,NO2,londonrdaurn,years,air,24.44769062499998
216.0,NO2,londonrdaurn,years,air,0.0
217.0,NO2,londonrdaurn,years,air,21.130553124999967
218.0,NO2,londonrdaurn,years,air,19.3305677083333
219.0,NO2,londonrdaurn,years,air,21.730014583333304
220.0,NO2,londonrdaurn,years,air,24.1961317708333
221.0,NO2,londonrdaurn,years,air,27.839853645833305
222.0,NO2,londonrdaurn,years,air,28.107551562499967
223.0,NO2,londonrdaurn,years,air,27.290873958333297
224.0,NO2,londonrdaurn,years,air,18.65036145833329
225.0,NO2,londonrdaurn,years,air,23.110218229166637
226.0,NO2,londonrdaurn,years,air,21.16649479166663
227.0,NO2,londonrdaurn,years,air,22.95815260416663
228.0,NO2,londonrdaurn,years,air,20.07377812499995
229.0,NO2,londonrdaurn,years,air,17.63994947916663
230.0,NO2,londonrdaurn,years,air,18.19151354166663
231.0,NO2,londonrdaurn,years,air,19.062312499999972
232.0,NO2,londonrdaurn,years,air,18.206610937499967
233.0,NO2,londonrdaurn,years,air,23.900832812499953
234.0,NO2,londonrdaurn,years,air,22.143554687499957
235.0,NO2,londonrdaurn,years,air,23.95657135416664
236.0,NO2,londonrdaurn,years,air,23.70655260416662
237.0,NO2,londonrdaurn,years,air,22.735738541666645
238.0,NO2,londonrdaurn,years,air,19.72638906249997
239.0,NO2,londonrdaurn,years,air,15.727482291666627
240.0,NO2,londonrdaurn,years,air,18.716514062499964
241.0,NO2,londonrdaurn,years,air,16.956613541666645
242.0,NO2,londonrdaurn,years,air,16.935270833333316
243.0,NO2,londonrdaurn,years,air,22.471671354166627
244.0,NO2,londonrdaurn,years,air,18.311308854166644
245.0,NO2,londonrdaurn,years,air,16.52747499999995
246.0,NO2,londonrdaurn,years,air,13.697280729166621
247.0,NO2,londonrdaurn,years,air,12.167104166666645
248.0,NO2,londonrdaurn,years,air,29.71587968749995
249.0,NO2,londonrdaurn,years,air,27.330478645833292
250.0,NO2,londonrdaurn,years,air,17.8638942708333
251.0,NO2,londonrdaurn,years,air,23.997721874999968
252.0,NO2,londonrdaurn,years,air,23.573773958333295
253.0,NO2,londonrdaurn,years,air,20.005560416666647
254.0,NO2,londonrdaurn,years,air,27.038807291666643
255.0,NO2,londonrdaurn,years,air,32.15285156249996
256.0,NO2,londonrdaurn,years,air,30.22420208333331
257.0,NO2,londonrdaurn,years,air,22.16073697916663
258.0,NO2,londonrdaurn,years,air,24.483123958333294
259.0,NO2,londonrdaurn,years,air,26.577360416666625
260.0,NO2,londonrdaurn,years,air,28.669548958333298
261.0,NO2,londonrdaurn,years,air,32.089811979166626
262.0,NO2,londonrdaurn,years,air,28.02472552083329
263.0,NO2,londonrdaurn,years,air,20.073797395833285
264.0,NO2,londonrdaurn,years,air,20.55189479166662
265.0,NO2,londonrdaurn,years,air,23.456571874999966
266.0,NO2,londonrdaurn,years,air,20.093074479166635
267.0,NO2,londonrdaurn,years,air,23.309151562499967
268.0,NO2,londonrdaurn,years,air,21.104506249999968
269.0,NO2,londonrdaurn,years,air,19.85140468749996
270.0,NO2,londonrdaurn,years,air,21.5649239583333
271.0,NO2,londonrdaurn,years,air,23.305547916666654
272.0,NO2,londonrdaurn,years,air,23.271645833333313
273.0,NO2,londonrdaurn,years,air,11.929597395833325
