order,pollutant,station,timing,type,value
179.0,PM10,all,years,air,17.669231506849318
180.0,PM10,all,years,air,16.84040531914894
181.0,PM10,all,years,air,18.77838333333333
182.0,PM10,all,years,air,16.118318947368426
183.0,PM10,all,years,air,14.19346315789474
184.0,PM10,all,years,air,13.694663541666666
185.0,PM10,all,years,air,14.80049139784946
186.0,PM10,all,years,air,22.833605376344078
187.0,PM10,all,years,air,22.166688095238108
188.0,PM10,all,years,air,26.602787500000016
189.0,PM10,all,years,air,34.90093272727273
190.0,PM10,all,years,air,35.2455375
191.0,PM10,all,years,air,29.750851250000018
192.0,PM10,all,years,air,28.119303125
193.0,PM10,all,years,air,29.609257831325312
194.0,PM10,all,years,air,28.440622222222217
195.0,PM10,all,years,air,22.898744155844156
196.0,PM10,all,years,air,24.452109375000006
197.0,PM10,all,years,air,26.50187708333334
198.0,PM10,all,years,air,21.59362916666667
199.0,PM10,all,years,air,17.145693750000003
200.0,PM10,all,years,air,14.58018105263158
201.0,PM10,all,years,air,19.572602127659575
202.0,PM10,all,years,air,19.95330833333334
203.0,PM10,all,years,air,21.67755104166667
204.0,PM10,all,years,air,22.567651041666664
205.0,PM10,all,years,air,18.488953763440865
206.0,PM10,all,years,air,21.6444875
207.0,PM10,all,years,air,15.642701041666667
208.0,PM10,all,years,air,19.269208333333324
209.0,PM10,all,years,air,17.483930208333344
210.0,PM10,all,years,air,16.60909062500001
211.0,PM10,all,years,air,21.89371770833334
212.0,PM10,all,years,air,22.81687708333334
213.0,PM10,all,years,air,22.323503125000006
214.0,PM10,all,years,air,21.81742187500001
215.0,PM10,all,years,air,19.606367021276593
216.0,PM10,all,years,air,0.0
217.0,PM10,all,years,air,22.281087499999998
218.0,PM10,all,years,air,23.366156944444437
219.0,PM10,all,years,air,20.995980232558146
220.0,PM10,all,years,air,22.537139583333342
221.0,PM10,all,years,air,27.034394444444445
222.0,PM10,all,years,air,28.48334736842105
223.0,PM10,all,years,air,30.980063157894747
224.0,PM10,all,years,air,24.226361052631585
225.0,PM10,all,years,air,25.89056129032258
226.0,PM10,all,years,air,26.22467395833333
227.0,PM10,all,years,air,23.695562068965515
228.0,PM10,all,years,air,36.29917764705881
229.0,PM10,all,years,air,33.30765274725276
230.0,PM10,all,years,air,21.66483645833333
231.0,PM10,all,years,air,29.33984470588235
232.0,PM10,all,years,air,28.58273118279571
233.0,PM10,all,years,air,25.861005208333335
234.0,PM10,all,years,air,21.415608333333342
235.0,PM10,all,years,air,21.687956043956053
236.0,PM10,all,years,air,25.014536363636367
237.0,PM10,all,years,air,25.120824418604638
238.0,PM10,all,years,air,23.28513225806453
239.0,PM10,all,years,air,21.57328333333334
240.0,PM10,all,years,air,19.889730208333336
241.0,PM10,all,years,air,19.72188854166667
242.0,PM10,all,years,air,19.31270736842106
243.0,PM10,all,years,air,28.45461573033708
244.0,PM10,all,years,air,32.120310869565216
245.0,PM10,all,years,air,20.63363894736842
246.0,PM10,all,years,air,21.879668478260868
247.0,PM10,all,years,air,18.70718124999999
248.0,PM10,all,years,air,25.159097916666653
249.0,PM10,all,years,air,19.721884375000005
250.0,PM10,all,years,air,18.371483333333334
251.0,PM10,all,years,air,17.509358333333346
252.0,PM10,all,years,air,24.108790625
253.0,PM10,all,years,air,23.150804210526307
254.0,PM10,all,years,air,28.255965263157904
255.0,PM10,all,years,air,30.823845744680845
256.0,PM10,all,years,air,30.764054347826097
257.0,PM10,all,years,air,32.10247647058824
258.0,PM10,all,years,air,27.862445833333336
259.0,PM10,all,years,air,24.93530520833333
260.0,PM10,all,years,air,24.458657777777788
261.0,PM10,all,years,air,28.283847872340427
262.0,PM10,all,years,air,27.987062500000018
263.0,PM10,all,years,air,24.50990232558139
264.0,PM10,all,years,air,20.343198701298707
265.0,PM10,all,years,air,23.989263541666674
266.0,PM10,all,years,air,21.054484374999998
267.0,PM10,all,years,air,33.508843157894745
268.0,PM10,all,years,air,37.10911842105264
269.0,PM10,all,years,air,27.2181301369863
270.0,PM10,all,years,air,27.458902777777777
271.0,PM10,all,years,air,28.68810140845071
272.0,PM10,all,years,air,18.968233333333334
273.0,PM10,all,years,air,18.391791666666673
274.0,PM10,all,years,air,18.954669444444434
275.0,PM10,all,years,air,23.109615068493152
276.0,PM10,all,years,air,21.46360985915493
277.0,PM10,all,years,air,22.436026086956534
278.0,PM10,all,years,air,0.0
279.0,PM10,all,years,air,23.84858210526316
280.0,PM10,all,years,air,20.45888315789474
281.0,PM10,all,years,air,20.647582291666666
282.0,PM10,all,years,air,29.59097578947369
283.0,PM10,all,years,air,27.793783333333334
284.0,PM10,all,years,air,28.953446875000008
285.0,PM10,all,years,air,32.86733750000001
286.0,PM10,all,years,air,26.42049479166666
287.0,PM10,all,years,air,17.705290425531917
288.0,PM10,all,years,air,30.996710526315795
289.0,PM10,all,years,air,49.948109638554236
290.0,PM10,all,years,air,53.98919220779221
291.0,PM10,all,years,air,43.86253139534883
292.0,PM10,all,years,air,32.19778404255319
293.0,PM10,all,years,air,33.95760107526882
294.0,PM10,all,years,air,29.495798913043487
295.0,PM10,all,years,air,49.58108965517241
296.0,PM10,all,years,air,47.176720779220815
297.0,PM10,all,years,air,35.07193414634147
298.0,PM10,all,years,air,31.620252857142862
299.0,PM10,all,years,air,30.93761368421051
300.0,PM10,all,years,air,28.023334736842102
301.0,PM10,all,years,air,38.95592043010752
302.0,PM10,all,years,air,21.10534270833334
303.0,PM10,all,years,air,23.103310526315795
304.0,PM10,all,years,air,16.909664999999997
305.0,PM10,all,years,air,18.72181571428571
306.0,PM10,all,years,air,16.06084523809524
307.0,PM10,all,years,air,20.881714893617033
308.0,PM10,all,years,air,22.710060416666675
309.0,PM10,all,years,air,27.84718854166667
310.0,PM10,all,years,air,27.002905555555554
311.0,PM10,all,years,air,30.66020985915494
312.0,PM10,all,years,air,25.229821666666673
313.0,PM10,all,years,air,21.85810833333333
314.0,PM10,all,years,air,15.48502708333333
315.0,PM10,all,years,air,17.46358125
316.0,PM10,all,years,air,21.34993166666667
317.0,PM10,all,years,air,38.55913544303799
318.0,PM10,all,years,air,31.357830526315787
319.0,PM10,all,years,air,37.19319583333332
320.0,PM10,all,years,air,31.7441943661972
321.0,PM10,all,years,air,20.744218749999998
322.0,PM10,all,years,air,26.033937500000004
323.0,PM10,all,years,air,26.40013958333333
324.0,PM10,all,years,air,25.927127083333335
325.0,PM10,all,years,air,31.079510416666665
326.0,PM10,all,years,air,20.342408333333335
327.0,PM10,all,years,air,25.723675
328.0,PM10,all,years,air,20.344089361702128
329.0,PM10,all,years,air,16.59891875
330.0,PM10,all,years,air,13.773061702127661
331.0,PM10,all,years,air,19.15904677419355
332.0,PM10,all,years,air,25.5651875
333.0,PM10,all,years,air,31.04010704225352
334.0,PM10,all,years,air,29.28996707317073
335.0,PM10,all,years,air,25.135985106382982
336.0,PM10,all,years,air,29.114280303030316
337.0,PM10,all,years,air,20.41389210526316
338.0,PM10,all,years,air,24.9471347826087
339.0,PM10,all,years,air,0.0
340.0,PM10,all,years,air,0.0
341.0,PM10,all,years,air,22.265020833333335
342.0,PM10,all,years,air,25.386537837837842
343.0,PM10,all,years,air,19.976016666666663
344.0,PM10,all,years,air,19.304806250000006
345.0,PM10,all,years,air,25.547979775280886
346.0,PM10,all,years,air,24.48690138888888
347.0,PM10,all,years,air,21.41438717948718
348.0,PM10,all,years,air,21.941520289855077
349.0,PM10,all,years,air,18.921741333333337
350.0,PM10,all,years,air,18.758039583333336
351.0,PM10,all,years,air,24.671373913043475
352.0,PM10,all,years,air,17.45341145833333
353.0,PM10,all,years,air,18.877483870967733
354.0,PM10,all,years,air,19.0361032967033
355.0,PM10,all,years,air,23.38285425531914
356.0,PM10,all,years,air,36.90676933333333
357.0,PM10,all,years,air,22.145490624999994
358.0,PM10,all,years,air,17.737354736842114
359.0,PM10,all,years,air,37.524902197802206
360.0,PM10,all,years,air,35.67844044943821
361.0,PM10,all,years,air,25.497332291666666
362.0,PM10,all,years,air,40.01098541666667
363.0,PM10,all,years,air,34.11466000000001
364.0,PM10,all,years,air,23.950042105263158
365.0,PM10,all,years,air,25.23498947368422
366.0,PM10,all,years,air,23.625592708333325
367.0,PM10,all,years,air,20.030472289156627
368.0,PM10,all,years,air,23.107655223880595
369.0,PM10,all,years,air,14.657780000000002
370.0,PM10,all,years,air,25.814012500000004
371.0,PM10,all,years,air,22.747402777777776
0.0,PM10,londonrdenc,weeks,air,23.362824705882353
1.0,PM10,londonrdenc,weeks,air,21.536694047619047
2.0,PM10,londonrdenc,weeks,air,20.47659069767443
3.0,PM10,londonrdenc,weeks,air,19.95060235294119
4.0,PM10,londonrdenc,weeks,air,18.115238823529413
5.0,PM10,londonrdenc,weeks,air,18.03405060240964
6.0,PM10,londonrdenc,weeks,air,19.178274698795185
7.0,PM10,londonrdenc,weeks,air,18.431182352941175
8.0,PM10,londonrdenc,weeks,air,18.687051807228926
9.0,PM10,londonrdenc,weeks,air,17.775206024096388
10.0,PM10,londonrdenc,weeks,air,18.620750588235296
11.0,PM10,londonrdenc,weeks,air,19.471632558139536
12.0,PM10,londonrdenc,weeks,air,19.163640229885058
13.0,PM10,londonrdenc,weeks,air,18.82722325581395
14.0,PM10,londonrdenc,weeks,air,18.807443529411767
15.0,PM10,londonrdenc,weeks,air,18.554694186046508
16.0,PM10,londonrdenc,weeks,air,19.823097701149422
17.0,PM10,londonrdenc,weeks,air,22.60124712643678
18.0,PM10,londonrdenc,weeks,air,23.323952325581395
19.0,PM10,londonrdenc,weeks,air,25.9546724137931
20.0,PM10,londonrdenc,weeks,air,26.058504597701166
21.0,PM10,londonrdenc,weeks,air,24.133442528735642
22.0,PM10,londonrdenc,weeks,air,22.430073563218393
23.0,PM10,londonrdenc,weeks,air,19.44608953488372
24.0,PM10,londonrdenc,weeks,air,22.155763157894732
25.0,PM10,londonrdenc,weeks,air,20.082946753246755
26.0,PM10,londonrdenc,weeks,air,19.277472368421055
27.0,PM10,londonrdenc,weeks,air,17.39257866666666
28.0,PM10,londonrdenc,weeks,air,18.505865333333336
29.0,PM10,londonrdenc,weeks,air,17.69531066666666
30.0,PM10,londonrdenc,weeks,air,19.66879718309859
31.0,PM10,londonrdenc,weeks,air,21.34486571428572
32.0,PM10,londonrdenc,weeks,air,19.814313043478265
33.0,PM10,londonrdenc,weeks,air,22.93890704225352
34.0,PM10,londonrdenc,weeks,air,19.617422058823532
35.0,PM10,londonrdenc,weeks,air,22.210615189873426
36.0,PM10,londonrdenc,weeks,air,21.944272093023258
37.0,PM10,londonrdenc,weeks,air,21.708643023255803
38.0,PM10,londonrdenc,weeks,air,21.566709302325577
39.0,PM10,londonrdenc,weeks,air,22.155062068965517
40.0,PM10,londonrdenc,weeks,air,22.56196091954024
41.0,PM10,londonrdenc,weeks,air,23.934201149425295
42.0,PM10,londonrdenc,weeks,air,24.675237209302328
43.0,PM10,londonrdenc,weeks,air,27.766740697674432
44.0,PM10,londonrdenc,weeks,air,26.800896470588242
45.0,PM10,londonrdenc,weeks,air,25.495258333333325
46.0,PM10,londonrdenc,weeks,air,26.42680348837209
47.0,PM10,londonrdenc,weeks,air,24.502063953488374
48.0,PM10,londonrdenc,weeks,air,21.273391358024696
49.0,PM10,londonrdenc,weeks,air,18.69201875
50.0,PM10,londonrdenc,weeks,air,18.471248101265825
51.0,PM10,londonrdenc,weeks,air,18.56689375
52.0,PM10,londonrdenc,weeks,air,18.68286125
53.0,PM10,londonrdenc,weeks,air,17.27451153846154
54.0,PM10,londonrdenc,weeks,air,19.19516103896104
55.0,PM10,londonrdenc,weeks,air,21.88270921052632
56.0,PM10,londonrdenc,weeks,air,24.68011794871795
57.0,PM10,londonrdenc,weeks,air,23.01025526315789
58.0,PM10,londonrdenc,weeks,air,23.698363013698632
59.0,PM10,londonrdenc,weeks,air,24.176433333333332
60.0,PM10,londonrdenc,weeks,air,23.641510958904114
61.0,PM10,londonrdenc,weeks,air,25.19597297297297
62.0,PM10,londonrdenc,weeks,air,26.304502702702713
63.0,PM10,londonrdenc,weeks,air,24.675158333333325
64.0,PM10,londonrdenc,weeks,air,25.153082432432427
65.0,PM10,londonrdenc,weeks,air,25.698310958904102
66.0,PM10,londonrdenc,weeks,air,27.927705405405394
67.0,PM10,londonrdenc,weeks,air,27.521002739726036
68.0,PM10,londonrdenc,weeks,air,25.74136338028169
69.0,PM10,londonrdenc,weeks,air,26.03397027027026
70.0,PM10,londonrdenc,weeks,air,24.905555263157883
71.0,PM10,londonrdenc,weeks,air,22.846425
72.0,PM10,londonrdenc,weeks,air,20.55039418604651
73.0,PM10,londonrdenc,weeks,air,19.438639080459765
74.0,PM10,londonrdenc,weeks,air,20.143008045977012
75.0,PM10,londonrdenc,weeks,air,19.284273255813957
76.0,PM10,londonrdenc,weeks,air,20.10570117647059
77.0,PM10,londonrdenc,weeks,air,21.88181627906977
78.0,PM10,londonrdenc,weeks,air,22.547931034482758
79.0,PM10,londonrdenc,weeks,air,25.70830240963856
80.0,PM10,londonrdenc,weeks,air,27.367278313253014
81.0,PM10,londonrdenc,weeks,air,25.23803750000001
82.0,PM10,londonrdenc,weeks,air,25.40893624999999
83.0,PM10,londonrdenc,weeks,air,24.144557142857135
84.0,PM10,londonrdenc,weeks,air,25.42818333333334
85.0,PM10,londonrdenc,weeks,air,24.27808734177215
86.0,PM10,londonrdenc,weeks,air,25.474068354430383
87.0,PM10,londonrdenc,weeks,air,26.192371604938284
88.0,PM10,londonrdenc,weeks,air,25.25826626506023
89.0,PM10,londonrdenc,weeks,air,24.67026172839506
90.0,PM10,londonrdenc,weeks,air,26.394316049382713
91.0,PM10,londonrdenc,weeks,air,26.620484999999995
92.0,PM10,londonrdenc,weeks,air,25.79040124999999
93.0,PM10,londonrdenc,weeks,air,24.987795
94.0,PM10,londonrdenc,weeks,air,23.7569975308642
95.0,PM10,londonrdenc,weeks,air,23.036625925925925
96.0,PM10,londonrdenc,weeks,air,17.405304494382026
97.0,PM10,londonrdenc,weeks,air,17.388851685393252
98.0,PM10,londonrdenc,weeks,air,16.842966292134836
99.0,PM10,londonrdenc,weeks,air,17.081525000000003
100.0,PM10,londonrdenc,weeks,air,16.913050574712646
101.0,PM10,londonrdenc,weeks,air,18.377901149425284
102.0,PM10,londonrdenc,weeks,air,20.774398850574716
103.0,PM10,londonrdenc,weeks,air,24.025787951807228
104.0,PM10,londonrdenc,weeks,air,24.9668908045977
105.0,PM10,londonrdenc,weeks,air,24.499229069767452
106.0,PM10,londonrdenc,weeks,air,24.233217283950623
107.0,PM10,londonrdenc,weeks,air,24.60143139534884
108.0,PM10,londonrdenc,weeks,air,24.744372941176472
109.0,PM10,londonrdenc,weeks,air,23.469862650602412
110.0,PM10,londonrdenc,weeks,air,25.317965476190494
111.0,PM10,londonrdenc,weeks,air,25.192438823529415
112.0,PM10,londonrdenc,weeks,air,25.558115116279073
113.0,PM10,londonrdenc,weeks,air,25.522519540229876
114.0,PM10,londonrdenc,weeks,air,25.966912790697677
115.0,PM10,londonrdenc,weeks,air,25.06606705882354
116.0,PM10,londonrdenc,weeks,air,26.239304761904776
117.0,PM10,londonrdenc,weeks,air,24.56810238095239
118.0,PM10,londonrdenc,weeks,air,23.329623255813953
119.0,PM10,londonrdenc,weeks,air,21.797447058823533
120.0,PM10,londonrdenc,weeks,air,18.671080232558143
121.0,PM10,londonrdenc,weeks,air,18.3247430232558
122.0,PM10,londonrdenc,weeks,air,19.087871264367816
123.0,PM10,londonrdenc,weeks,air,18.36106091954023
124.0,PM10,londonrdenc,weeks,air,18.208349999999992
125.0,PM10,londonrdenc,weeks,air,18.086515294117643
126.0,PM10,londonrdenc,weeks,air,21.372128735632185
127.0,PM10,londonrdenc,weeks,air,24.73762409638555
128.0,PM10,londonrdenc,weeks,air,24.691772499999995
129.0,PM10,londonrdenc,weeks,air,24.50040731707317
130.0,PM10,londonrdenc,weeks,air,26.08731951219513
131.0,PM10,londonrdenc,weeks,air,25.55243720930233
132.0,PM10,londonrdenc,weeks,air,24.027283146067404
133.0,PM10,londonrdenc,weeks,air,23.61635000000001
134.0,PM10,londonrdenc,weeks,air,25.244704597701155
135.0,PM10,londonrdenc,weeks,air,24.632949425287354
136.0,PM10,londonrdenc,weeks,air,23.41530568181818
137.0,PM10,londonrdenc,weeks,air,22.896511363636364
138.0,PM10,londonrdenc,weeks,air,24.866276136363638
139.0,PM10,londonrdenc,weeks,air,26.32330224719102
140.0,PM10,londonrdenc,weeks,air,25.07435795454544
141.0,PM10,londonrdenc,weeks,air,23.366531395348844
142.0,PM10,londonrdenc,weeks,air,20.8213125
143.0,PM10,londonrdenc,weeks,air,19.789260227272727
144.0,PM10,londonrdenc,weeks,air,18.287839534883712
145.0,PM10,londonrdenc,weeks,air,17.598236470588233
146.0,PM10,londonrdenc,weeks,air,16.679112941176477
147.0,PM10,londonrdenc,weeks,air,16.96777261904762
148.0,PM10,londonrdenc,weeks,air,17.620709302325583
149.0,PM10,londonrdenc,weeks,air,18.05220813953488
150.0,PM10,londonrdenc,weeks,air,19.224654651162794
151.0,PM10,londonrdenc,weeks,air,21.481470238095238
152.0,PM10,londonrdenc,weeks,air,21.821522619047617
153.0,PM10,londonrdenc,weeks,air,21.83071627906977
154.0,PM10,londonrdenc,weeks,air,22.01731951219512
155.0,PM10,londonrdenc,weeks,air,22.2378950617284
156.0,PM10,londonrdenc,weeks,air,22.15576904761905
157.0,PM10,londonrdenc,weeks,air,21.399073493975898
158.0,PM10,londonrdenc,weeks,air,22.05006707317073
159.0,PM10,londonrdenc,weeks,air,21.798275000000007
160.0,PM10,londonrdenc,weeks,air,21.675802272727278
161.0,PM10,londonrdenc,weeks,air,23.3071090909091
162.0,PM10,londonrdenc,weeks,air,24.47299655172414
163.0,PM10,londonrdenc,weeks,air,25.10439195402298
164.0,PM10,londonrdenc,weeks,air,24.44735340909091
165.0,PM10,londonrdenc,weeks,air,23.637249999999998
166.0,PM10,londonrdenc,weeks,air,22.300980459770113
167.0,PM10,londonrdenc,weeks,air,21.313197701149427
0.0,PM10,londonrdenc,years,air,19.917825000000004
1.0,PM10,londonrdenc,years,air,17.735661290322582
2.0,PM10,londonrdenc,years,air,19.043000000000003
3.0,PM10,londonrdenc,years,air,19.043000000000003
4.0,PM10,londonrdenc,years,air,36.46187826086957
5.0,PM10,londonrdenc,years,air,48.25492608695651
6.0,PM10,londonrdenc,years,air,33.020025
7.0,PM10,londonrdenc,years,air,22.45396285714286
8.0,PM10,londonrdenc,years,air,25.400799999999993
9.0,PM10,londonrdenc,years,air,18.24951666666667
10.0,PM10,londonrdenc,years,air,23.544320833333334
11.0,PM10,londonrdenc,years,air,21.427593023255817
12.0,PM10,londonrdenc,years,air,27.247116666666674
13.0,PM10,londonrdenc,years,air,29.151431914893603
14.0,PM10,londonrdenc,years,air,32.09918478260869
15.0,PM10,londonrdenc,years,air,35.161335416666674
16.0,PM10,londonrdenc,years,air,38.42773555555556
17.0,PM10,londonrdenc,years,air,34.26106875
18.0,PM10,londonrdenc,years,air,34.41365416666667
19.0,PM10,londonrdenc,years,air,23.048409375000002
20.0,PM10,londonrdenc,years,air,24.36787837837837
21.0,PM10,londonrdenc,years,air,17.93924791666667
22.0,PM10,londonrdenc,years,air,22.521977083333326
23.0,PM10,londonrdenc,years,air,22.404985416666673
24.0,PM10,londonrdenc,years,air,14.373138297872336
25.0,PM10,londonrdenc,years,air,31.048319565217398
26.0,PM10,londonrdenc,years,air,33.75244444444444
27.0,PM10,londonrdenc,years,air,30.62300454545454
28.0,PM10,londonrdenc,years,air,24.82286279069768
29.0,PM10,londonrdenc,years,air,27.74387222222222
30.0,PM10,londonrdenc,years,air,24.597170833333333
31.0,PM10,londonrdenc,years,air,27.618416666666672
32.0,PM10,londonrdenc,years,air,22.572837500000002
33.0,PM10,londonrdenc,years,air,37.470282608695655
34.0,PM10,londonrdenc,years,air,26.570637499999993
35.0,PM10,londonrdenc,years,air,19.64315416666667
36.0,PM10,londonrdenc,years,air,16.314978260869566
37.0,PM10,londonrdenc,years,air,23.427333333333333
38.0,PM10,londonrdenc,years,air,23.356122222222222
39.0,PM10,londonrdenc,years,air,20.26367916666667
40.0,PM10,londonrdenc,years,air,21.06222083333334
41.0,PM10,londonrdenc,years,air,18.147777083333327
42.0,PM10,londonrdenc,years,air,14.862060416666663
43.0,PM10,londonrdenc,years,air,22.669475000000002
44.0,PM10,londonrdenc,years,air,16.652418750000002
45.0,PM10,londonrdenc,years,air,15.82845625
46.0,PM10,londonrdenc,years,air,22.608437500000004
47.0,PM10,londonrdenc,years,air,21.0164375
48.0,PM10,londonrdenc,years,air,20.099143478260864
49.0,PM10,londonrdenc,years,air,17.649333333333328
50.0,PM10,londonrdenc,years,air,17.952127659574465
51.0,PM10,londonrdenc,years,air,18.3954652173913
52.0,PM10,londonrdenc,years,air,20.395914583333333
53.0,PM10,londonrdenc,years,air,24.317427083333325
54.0,PM10,londonrdenc,years,air,17.652428260869566
55.0,PM10,londonrdenc,years,air,16.393020833333335
56.0,PM10,londonrdenc,years,air,23.518872916666663
57.0,PM10,londonrdenc,years,air,12.791954166666669
58.0,PM10,londonrdenc,years,air,16.49985416666667
59.0,PM10,londonrdenc,years,air,21.443700000000003
60.0,PM10,londonrdenc,years,air,16.81520416666667
61.0,PM10,londonrdenc,years,air,0.0
62.0,PM10,londonrdenc,years,air,20.050050000000002
63.0,PM10,londonrdenc,years,air,27.78117083333333
64.0,PM10,londonrdenc,years,air,31.443291666666664
65.0,PM10,londonrdenc,years,air,28.859466666666663
66.0,PM10,londonrdenc,years,air,14.445000000000002
67.0,PM10,londonrdenc,years,air,21.036779166666665
68.0,PM10,londonrdenc,years,air,17.801925000000004
69.0,PM10,londonrdenc,years,air,18.564862499999997
70.0,PM10,londonrdenc,years,air,19.246420833333335
71.0,PM10,londonrdenc,years,air,22.939041666666668
72.0,PM10,londonrdenc,years,air,33.22347083333334
73.0,PM10,londonrdenc,years,air,22.511799999999997
74.0,PM10,londonrdenc,years,air,14.485674999999995
75.0,PM10,londonrdenc,years,air,15.696212499999996
76.0,PM10,londonrdenc,years,air,24.108883333333335
77.0,PM10,londonrdenc,years,air,31.347680000000004
78.0,PM10,londonrdenc,years,air,36.377
79.0,PM10,londonrdenc,years,air,0.0
80.0,PM10,londonrdenc,years,air,0.0
81.0,PM10,londonrdenc,years,air,13.183599999999998
82.0,PM10,londonrdenc,years,air,0.0
83.0,PM10,londonrdenc,years,air,0.0
84.0,PM10,londonrdenc,years,air,0.0
85.0,PM10,londonrdenc,years,air,18.366876923076923
86.0,PM10,londonrdenc,years,air,13.132741666666666
87.0,PM10,londonrdenc,years,air,19.989012499999998
88.0,PM10,londonrdenc,years,air,28.360999999999994
89.0,PM10,londonrdenc,years,air,16.1437875
90.0,PM10,londonrdenc,years,air,25.522870833333332
91.0,PM10,londonrdenc,years,air,23.579904166666665
92.0,PM10,londonrdenc,years,air,36.39818260869565
93.0,PM10,londonrdenc,years,air,18.325797916666666
94.0,PM10,londonrdenc,years,air,16.454062500000003
95.0,PM10,londonrdenc,years,air,13.027761702127663
96.0,PM10,londonrdenc,years,air,16.68803124999999
97.0,PM10,londonrdenc,years,air,11.84082619047619
98.0,PM10,londonrdenc,years,air,14.505524390243899
99.0,PM10,londonrdenc,years,air,14.648440425531916
100.0,PM10,londonrdenc,years,air,17.958532558139535
101.0,PM10,londonrdenc,years,air,17.161062499999996
102.0,PM10,londonrdenc,years,air,27.510789473684206
103.0,PM10,londonrdenc,years,air,0.0
104.0,PM10,londonrdenc,years,air,13.371407692307692
105.0,PM10,londonrdenc,years,air,10.142012500000002
106.0,PM10,londonrdenc,years,air,12.908941666666669
107.0,PM10,londonrdenc,years,air,19.653325
108.0,PM10,londonrdenc,years,air,21.04695416666667
109.0,PM10,londonrdenc,years,air,22.572837499999995
110.0,PM10,londonrdenc,years,air,16.916916666666662
111.0,PM10,londonrdenc,years,air,29.937741666666668
112.0,PM10,londonrdenc,years,air,19.521075
113.0,PM10,londonrdenc,years,air,13.763429166666667
114.0,PM10,londonrdenc,years,air,12.032642857142857
115.0,PM10,londonrdenc,years,air,0.0
116.0,PM10,londonrdenc,years,air,0.0
117.0,PM10,londonrdenc,years,air,0.0
118.0,PM10,londonrdenc,years,air,0.0
119.0,PM10,londonrdenc,years,air,0.0
120.0,PM10,londonrdenc,years,air,16.188399999999998
121.0,PM10,londonrdenc,years,air,17.862958333333335
122.0,PM10,londonrdenc,years,air,21.565749999999998
123.0,PM10,londonrdenc,years,air,0.0
124.0,PM10,londonrdenc,years,air,14.539928888888891
125.0,PM10,londonrdenc,years,air,13.796544680851062
126.0,PM10,londonrdenc,years,air,18.86494791666666
127.0,PM10,londonrdenc,years,air,24.00207083333332
128.0,PM10,londonrdenc,years,air,20.741785416666666
129.0,PM10,londonrdenc,years,air,14.867141666666667
130.0,PM10,londonrdenc,years,air,18.071502083333332
131.0,PM10,londonrdenc,years,air,21.588265957446808
132.0,PM10,londonrdenc,years,air,17.70798936170213
133.0,PM10,londonrdenc,years,air,15.279133333333332
134.0,PM10,londonrdenc,years,air,22.87664054054054
135.0,PM10,londonrdenc,years,air,19.983935416666657
136.0,PM10,londonrdenc,years,air,20.812989583333334
137.0,PM10,londonrdenc,years,air,11.669932
138.0,PM10,londonrdenc,years,air,18.983581081081084
139.0,PM10,londonrdenc,years,air,17.364504166666674
140.0,PM10,londonrdenc,years,air,27.847297916666673
141.0,PM10,londonrdenc,years,air,30.069981250000012
142.0,PM10,londonrdenc,years,air,22.56557142857143
143.0,PM10,londonrdenc,years,air,24.4140625
144.0,PM10,londonrdenc,years,air,21.3317875
145.0,PM10,londonrdenc,years,air,25.105787499999995
146.0,PM10,londonrdenc,years,air,19.2769375
147.0,PM10,londonrdenc,years,air,27.089433333333332
148.0,PM10,londonrdenc,years,air,32.318112500000005
149.0,PM10,londonrdenc,years,air,13.926179166666666
150.0,PM10,londonrdenc,years,air,22.32869583333333
151.0,PM10,londonrdenc,years,air,12.073854545454548
152.0,PM10,londonrdenc,years,air,14.37376666666667
153.0,PM10,londonrdenc,years,air,18.64285
154.0,PM10,londonrdenc,years,air,19.07348958333333
155.0,PM10,londonrdenc,years,air,22.445681250000003
156.0,PM10,londonrdenc,years,air,16.942341666666668
157.0,PM10,londonrdenc,years,air,13.519293749999996
158.0,PM10,londonrdenc,years,air,16.82027499999999
159.0,PM10,londonrdenc,years,air,17.1864875
160.0,PM10,londonrdenc,years,air,16.021727083333335
161.0,PM10,londonrdenc,years,air,17.34437021276596
162.0,PM10,londonrdenc,years,air,16.97795
163.0,PM10,londonrdenc,years,air,17.98503124999999
164.0,PM10,londonrdenc,years,air,16.10242666666667
165.0,PM10,londonrdenc,years,air,15.584314583333336
166.0,PM10,londonrdenc,years,air,13.282411904761906
167.0,PM10,londonrdenc,years,air,14.351217391304344
168.0,PM10,londonrdenc,years,air,13.947182978723408
169.0,PM10,londonrdenc,years,air,12.278237499999996
170.0,PM10,londonrdenc,years,air,14.61144545454546
171.0,PM10,londonrdenc,years,air,12.552904166666664
172.0,PM10,londonrdenc,years,air,12.044275
173.0,PM10,londonrdenc,years,air,16.77111666666667
174.0,PM10,londonrdenc,years,air,17.57304375
175.0,PM10,londonrdenc,years,air,21.54541041666667
176.0,PM10,londonrdenc,years,air,15.837976595744683
177.0,PM10,londonrdenc,years,air,15.569049999999999
178.0,PM10,londonrdenc,years,air,14.135115384615384
179.0,PM10,londonrdenc,years,air,17.462841666666662
180.0,PM10,londonrdenc,years,air,16.320269565217387
181.0,PM10,londonrdenc,years,air,17.278033333333333
182.0,PM10,londonrdenc,years,air,15.760059574468082
183.0,PM10,londonrdenc,years,air,14.47702127659574
184.0,PM10,londonrdenc,years,air,12.654629166666666
